Dataset,Scenario,TechniqueType,% Traced,IndirectAggregation,ScalingMethod,NLP,PathAggregation,Technique,AUC,Credibility,LagGlobal,MAP
EasyClinic,ALLTRACED,Combined,100.0,MEDIAN,SINGLE,LSA,MAX,ALLTRACED_MEDIAN_SINGLE_LSA,0.7782366915019977,0.6757951190476189,2.293650793650793,0.6795107654487806
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MEDIAN,SINGLE,LSA,SUM,LOWERTRACED_MEDIAN_SINGLE_LSA,0.7782366915019977,0.6639700160703712,2.293650793650793,0.6795107654487806
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MEDIAN,SINGLE,LSA,MEDIAN,LOWERTRACED_MEDIAN_SINGLE_LSA,0.7782366915019977,0.6878975595238095,2.293650793650793,0.6795107654487806
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MEDIAN,MULTI,VSM,MEDIAN,LOWERTRACED_MEDIAN_MULTI_VSM,0.7782366915019977,0.6878975595238095,2.293650793650793,0.6795107654487806
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MEDIAN,SINGLE,VSM,MEDIAN,UPPERTRACED_MEDIAN_SINGLE_VSM,0.7782366915019977,0.6878975595238095,2.293650793650793,0.6795107654487806
EasyClinic,ALLTRACED,Combined,100.0,MEDIAN,RAW,VSM,MAX,ALLTRACED_MEDIAN_RAW_VSM,0.7782366915019977,0.6757951190476189,2.293650793650793,0.6795107654487806
EasyClinic,ALLTRACED,Combined,100.0,MEDIAN,MULTI,LSA,MAX,ALLTRACED_MEDIAN_MULTI_LSA,0.7782366915019977,0.6757951190476189,2.293650793650793,0.6795107654487806
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MEDIAN,RAW,VSM,SUM,UPPERTRACED_MEDIAN_RAW_VSM,0.7782366915019977,0.6639700160703712,2.293650793650793,0.6795107654487806
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MEDIAN,RAW,VSM,MAX,LOWERTRACED_MEDIAN_RAW_VSM,0.7782366915019977,0.6757951190476189,2.293650793650793,0.6795107654487806
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MEDIAN,SINGLE,LSA,MAX,UPPERTRACED_MEDIAN_SINGLE_LSA,0.7782366915019977,0.6757951190476189,2.293650793650793,0.6795107654487806
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MEDIAN,RAW,LSA,SUM,LOWERTRACED_MEDIAN_RAW_LSA,0.7782366915019977,0.6639700160703712,2.293650793650793,0.6795107654487806
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MEDIAN,MULTI,VSM,MAX,UPPERTRACED_MEDIAN_MULTI_VSM,0.7782366915019977,0.6757951190476189,2.293650793650793,0.6795107654487806
EasyClinic,ALLTRACED,Combined,100.0,MEDIAN,SINGLE,LSA,SUM,ALLTRACED_MEDIAN_SINGLE_LSA,0.7782366915019977,0.6639700160703712,2.293650793650793,0.6795107654487806
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MEDIAN,SINGLE,VSM,SUM,UPPERTRACED_MEDIAN_SINGLE_VSM,0.7782366915019977,0.6639700160703712,2.293650793650793,0.6795107654487806
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MEDIAN,MULTI,LSA,SUM,UPPERTRACED_MEDIAN_MULTI_LSA,0.7782366915019977,0.6639700160703712,2.293650793650793,0.6795107654487806
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MEDIAN,MULTI,VSM,SUM,UPPERTRACED_MEDIAN_MULTI_VSM,0.7782366915019977,0.6639700160703712,2.293650793650793,0.6795107654487806
EasyClinic,ALLTRACED,Combined,100.0,MEDIAN,SINGLE,VSM,SUM,ALLTRACED_MEDIAN_SINGLE_VSM,0.7782366915019977,0.6639700160703712,2.293650793650793,0.6795107654487806
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MEDIAN,RAW,LSA,MEDIAN,LOWERTRACED_MEDIAN_RAW_LSA,0.7782366915019977,0.6878975595238095,2.293650793650793,0.6795107654487806
EasyClinic,ALLTRACED,Combined,100.0,MEDIAN,MULTI,VSM,MEDIAN,ALLTRACED_MEDIAN_MULTI_VSM,0.7782366915019977,0.6878975595238095,2.293650793650793,0.6795107654487806
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MEDIAN,RAW,LSA,MAX,UPPERTRACED_MEDIAN_RAW_LSA,0.7782366915019977,0.6757951190476189,2.293650793650793,0.6795107654487806
EasyClinic,ALLTRACED,Combined,100.0,MEDIAN,MULTI,VSM,SUM,ALLTRACED_MEDIAN_MULTI_VSM,0.7782366915019977,0.6639700160703712,2.293650793650793,0.6795107654487806
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MEDIAN,SINGLE,LSA,MAX,LOWERTRACED_MEDIAN_SINGLE_LSA,0.7782366915019977,0.6757951190476189,2.293650793650793,0.6795107654487806
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MEDIAN,MULTI,LSA,MAX,UPPERTRACED_MEDIAN_MULTI_LSA,0.7782366915019977,0.6757951190476189,2.293650793650793,0.6795107654487806
EasyClinic,ALLTRACED,Combined,100.0,MEDIAN,SINGLE,VSM,MAX,ALLTRACED_MEDIAN_SINGLE_VSM,0.7782366915019977,0.6757951190476189,2.293650793650793,0.6795107654487806
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MEDIAN,RAW,VSM,MEDIAN,UPPERTRACED_MEDIAN_RAW_VSM,0.7782366915019977,0.6878975595238095,2.293650793650793,0.6795107654487806
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MEDIAN,SINGLE,LSA,MEDIAN,UPPERTRACED_MEDIAN_SINGLE_LSA,0.7782366915019977,0.6878975595238095,2.293650793650793,0.6795107654487806
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MEDIAN,MULTI,LSA,SUM,LOWERTRACED_MEDIAN_MULTI_LSA,0.7782366915019977,0.6639700160703712,2.293650793650793,0.6795107654487806
EasyClinic,ALLTRACED,Combined,100.0,MEDIAN,RAW,LSA,SUM,ALLTRACED_MEDIAN_RAW_LSA,0.7782366915019977,0.6639700160703712,2.293650793650793,0.6795107654487806
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MEDIAN,MULTI,VSM,MEDIAN,UPPERTRACED_MEDIAN_MULTI_VSM,0.7782366915019977,0.6878975595238095,2.293650793650793,0.6795107654487806
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MEDIAN,RAW,VSM,MAX,UPPERTRACED_MEDIAN_RAW_VSM,0.7782366915019977,0.6757951190476189,2.293650793650793,0.6795107654487806
EasyClinic,ALLTRACED,Combined,100.0,MEDIAN,RAW,VSM,MEDIAN,ALLTRACED_MEDIAN_RAW_VSM,0.7782366915019977,0.6878975595238095,2.293650793650793,0.6795107654487806
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MEDIAN,MULTI,VSM,MAX,LOWERTRACED_MEDIAN_MULTI_VSM,0.7782366915019977,0.6757951190476189,2.293650793650793,0.6795107654487806
EasyClinic,DIRECT,Direct,0.0,NA,NA,VSM,MEDIAN,DIRECT_NA_NA_VSM,0.7782366915019977,0.6757951190476189,2.293650793650793,0.6795107654487806
EasyClinic,DIRECT,Direct,0.0,NA,NA,VSM,SUM,DIRECT_NA_NA_VSM,0.7782366915019977,0.6639700160703712,2.293650793650793,0.6795107654487806
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MEDIAN,MULTI,LSA,MEDIAN,UPPERTRACED_MEDIAN_MULTI_LSA,0.7782366915019977,0.6878975595238095,2.293650793650793,0.6795107654487806
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MEDIAN,RAW,VSM,SUM,LOWERTRACED_MEDIAN_RAW_VSM,0.7782366915019977,0.6639700160703712,2.293650793650793,0.6795107654487806
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MEDIAN,MULTI,LSA,MAX,LOWERTRACED_MEDIAN_MULTI_LSA,0.7782366915019977,0.6757951190476189,2.293650793650793,0.6795107654487806
EasyClinic,ALLTRACED,Combined,100.0,MEDIAN,SINGLE,LSA,MEDIAN,ALLTRACED_MEDIAN_SINGLE_LSA,0.7782366915019977,0.6878975595238095,2.293650793650793,0.6795107654487806
EasyClinic,ALLTRACED,Combined,100.0,MEDIAN,MULTI,LSA,SUM,ALLTRACED_MEDIAN_MULTI_LSA,0.7782366915019977,0.6639700160703712,2.293650793650793,0.6795107654487806
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MEDIAN,SINGLE,VSM,MEDIAN,LOWERTRACED_MEDIAN_SINGLE_VSM,0.7782366915019977,0.6878975595238095,2.293650793650793,0.6795107654487806
EasyClinic,ALLTRACED,Combined,100.0,MEDIAN,RAW,LSA,MEDIAN,ALLTRACED_MEDIAN_RAW_LSA,0.7782366915019977,0.6878975595238095,2.293650793650793,0.6795107654487806
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MEDIAN,MULTI,VSM,SUM,LOWERTRACED_MEDIAN_MULTI_VSM,0.7782366915019977,0.6639700160703712,2.293650793650793,0.6795107654487806
EasyClinic,NONETRACED,Combined,0.0,MEDIAN,RAW,VSM,MAX,NONETRACED_MEDIAN_RAW_VSM,0.7782366915019977,0.6757949999999999,2.293650793650793,0.6795107654487806
EasyClinic,ALLTRACED,Combined,100.0,MEDIAN,MULTI,LSA,MEDIAN,ALLTRACED_MEDIAN_MULTI_LSA,0.7782366915019977,0.6878975595238095,2.293650793650793,0.6795107654487806
EasyClinic,ALLTRACED,Combined,100.0,MEDIAN,RAW,VSM,SUM,ALLTRACED_MEDIAN_RAW_VSM,0.7782366915019977,0.6639700160703712,2.293650793650793,0.6795107654487806
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MEDIAN,RAW,LSA,SUM,UPPERTRACED_MEDIAN_RAW_LSA,0.7782366915019977,0.6639700160703712,2.293650793650793,0.6795107654487806
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MEDIAN,SINGLE,VSM,SUM,LOWERTRACED_MEDIAN_SINGLE_VSM,0.7782366915019977,0.6639700160703712,2.293650793650793,0.6795107654487806
EasyClinic,ALLTRACED,Combined,100.0,MEDIAN,MULTI,VSM,MAX,ALLTRACED_MEDIAN_MULTI_VSM,0.7782366915019977,0.6757951190476189,2.293650793650793,0.6795107654487806
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MEDIAN,RAW,LSA,MEDIAN,UPPERTRACED_MEDIAN_RAW_LSA,0.7782366915019977,0.6878975595238095,2.293650793650793,0.6795107654487806
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MEDIAN,RAW,VSM,MEDIAN,LOWERTRACED_MEDIAN_RAW_VSM,0.7782366915019977,0.6878975595238095,2.293650793650793,0.6795107654487806
EasyClinic,DIRECT,Direct,0.0,NA,NA,VSM,MAX,DIRECT_NA_NA_VSM,0.7782366915019977,0.6757951190476189,2.293650793650793,0.6795107654487806
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MEDIAN,MULTI,LSA,MEDIAN,LOWERTRACED_MEDIAN_MULTI_LSA,0.7782366915019977,0.6878975595238095,2.293650793650793,0.6795107654487806
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MEDIAN,SINGLE,VSM,MAX,UPPERTRACED_MEDIAN_SINGLE_VSM,0.7782366915019977,0.6757951190476189,2.293650793650793,0.6795107654487806
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MEDIAN,SINGLE,LSA,SUM,UPPERTRACED_MEDIAN_SINGLE_LSA,0.7782366915019977,0.6639700160703712,2.293650793650793,0.6795107654487806
EasyClinic,NONETRACED,Combined,0.0,RFUNDER,RAW,VSM,SUM,NONETRACED_RFUNDER_RAW_VSM,0.786065219738689,0.6771149462135784,2.305555555555556,0.6786989954687901
EasyClinic,NONETRACED,Combined,0.0,RFUNDER,RAW,VSM,MEDIAN,NONETRACED_RFUNDER_RAW_VSM,0.7860584710074506,0.6873320833333333,2.305555555555556,0.6786518265664605
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,SUM,SINGLE,VSM,RFUNDER,UPPERTRACED_SUM_SINGLE_VSM,0.8874277885757478,0.7470238095238095,0.9325396825396826,0.6783964501028341
EasyClinic,NONETRACED,Combined,0.0,MEDIAN,RAW,VSM,MEDIAN,NONETRACED_MEDIAN_RAW_VSM,0.78235004319188,0.6837097023809525,2.3095238095238093,0.6736734068253587
EasyClinic,NONETRACED,Combined,0.0,MEDIAN,RAW,VSM,SUM,NONETRACED_MEDIAN_RAW_VSM,0.7823567919231185,0.6559842043744195,2.3095238095238093,0.6736644573015492
EasyClinic,NONETRACED,Combined,0.0,RFUNDER,MULTI,VSM,SUM,NONETRACED_RFUNDER_MULTI_VSM,0.7920142263254508,0.6951765937645416,2.246031746031746,0.6702412301192268
EasyClinic,NONETRACED,Combined,0.0,RFUNDER,MULTI,VSM,MEDIAN,NONETRACED_RFUNDER_MULTI_VSM,0.7920108519598315,0.6943380357142858,2.246031746031746,0.6702412301192268
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,SUM,MULTI,VSM,RFNONE,LOWERTRACED_SUM_MULTI_VSM,0.8335324209048699,0.7053690476190476,2.095238095238096,0.6668326626755374
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFUNDER,RAW,VSM,SUM,LOWERTRACED_RFUNDER_RAW_VSM,0.7996639131843213,0.6895970997962666,2.293650793650793,0.6587870349306237
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFUNDER,RAW,VSM,MEDIAN,LOWERTRACED_RFUNDER_RAW_VSM,0.7996639131843213,0.6920463690476191,2.293650793650793,0.6587870349306237
EasyClinic,NONETRACED,Combined,0.0,RFSMOTE,SINGLE,VSM,SUM,NONETRACED_RFSMOTE_SINGLE_VSM,0.795051155382788,0.6980616465721875,2.3174603174603177,0.6586712126892641
EasyClinic,NONETRACED,Combined,0.0,RFSMOTE,SINGLE,VSM,MEDIAN,NONETRACED_RFSMOTE_SINGLE_VSM,0.7950444066515495,0.6966654166666666,2.3174603174603177,0.6586669793942144
EasyClinic,NONETRACED,Combined,0.0,RFNONE,SINGLE,VSM,RFSMOTE,NONETRACED_RFNONE_SINGLE_VSM,0.782927059712774,0.7491309523809524,2.305555555555556,0.6554994386300521
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFUNDER,MULTI,VSM,RFSMOTE,LOWERTRACED_RFUNDER_MULTI_VSM,0.8331848612460858,0.764047619047619,2.313492063492064,0.6549203967804139
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,SUM,SINGLE,LSA,SUM,LOWERTRACED_SUM_SINGLE_LSA,0.7767587193607601,0.6473507096185426,2.25,0.6545431094597172
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,SUM,SINGLE,LSA,MEDIAN,LOWERTRACED_SUM_SINGLE_LSA,0.7767587193607601,0.6556298240773799,2.25,0.6545431094597172
EasyClinic,NONETRACED,Combined,0.0,MEDIAN,SINGLE,VSM,SUM,NONETRACED_MEDIAN_SINGLE_VSM,0.7920344725191665,0.6588533019738055,2.313492063492064,0.6522721715881371
EasyClinic,NONETRACED,Combined,0.0,MEDIAN,SINGLE,VSM,MEDIAN,NONETRACED_MEDIAN_SINGLE_VSM,0.7920277237879279,0.6784495833333332,2.313492063492064,0.6522517608648706
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFUNDER,RAW,LSA,SUM,UPPERTRACED_RFUNDER_RAW_LSA,0.7572515117157974,0.5298222192171679,1.8333333333333333,0.6494919185966624
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFUNDER,RAW,LSA,MEDIAN,UPPERTRACED_RFUNDER_RAW_LSA,0.7572515117157974,0.5766722107984609,1.8333333333333333,0.6494919185966624
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFUNDER,RAW,VSM,MAX,LOWERTRACED_RFUNDER_RAW_VSM,0.7862913022351798,0.6758377380952382,2.293650793650793,0.6475067361324734
EasyClinic,NONETRACED,Combined,0.0,RFUNDER,MULTI,VSM,MAX,NONETRACED_RFUNDER_MULTI_VSM,0.7817662779397473,0.681417261904762,2.305555555555556,0.6471008393797818
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MAX,SINGLE,VSM,RFUNDER,UPPERTRACED_MAX_SINGLE_VSM,0.802937047835007,0.7172857142857143,2.2182539682539684,0.6442561473080997
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MAX,MULTI,LSA,MEDIAN,UPPERTRACED_MAX_MULTI_LSA,0.7847897095346075,0.5850422735379217,2.107142857142857,0.6441312652258236
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MAX,MULTI,LSA,SUM,UPPERTRACED_MAX_MULTI_LSA,0.7847897095346075,0.5561479151026862,2.107142857142857,0.6441312652258236
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MAX,RAW,LSA,MEDIAN,UPPERTRACED_MAX_RAW_LSA,0.7847627146096534,0.5850454302445149,2.107142857142857,0.6440869406889997
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MAX,RAW,LSA,SUM,UPPERTRACED_MAX_RAW_LSA,0.7847627146096534,0.5561570355914651,2.107142857142857,0.6440869406889997
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,SUM,RAW,LSA,SUM,LOWERTRACED_SUM_RAW_LSA,0.7711842673577367,0.641327181426489,2.333333333333333,0.643674508319814
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,SUM,RAW,LSA,MEDIAN,LOWERTRACED_SUM_RAW_LSA,0.7711842673577367,0.6336989974052619,2.333333333333333,0.643674508319814
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFNONE,MULTI,VSM,RFNONE,LOWERTRACED_RFNONE_MULTI_VSM,0.8129555393586005,0.7382499999999999,2.281746031746032,0.6417132864706482
EasyClinic,NONETRACED,Combined,0.0,RFUNDER,SINGLE,VSM,RFSMOTE,NONETRACED_RFUNDER_SINGLE_VSM,0.7575315840621963,0.7430238095238095,2.321428571428572,0.6404464742575138
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,SUM,MULTI,LSA,SUM,LOWERTRACED_SUM_MULTI_LSA,0.7733911024727351,0.6432255982063566,2.3253968253968256,0.6403069732756834
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,SUM,MULTI,LSA,MEDIAN,LOWERTRACED_SUM_MULTI_LSA,0.7733911024727351,0.6338486894238731,2.3253968253968256,0.6403069732756834
EasyClinic,NONETRACED,Combined,0.0,MEDIAN,MULTI,VSM,MEDIAN,NONETRACED_MEDIAN_MULTI_VSM,0.7781354605334198,0.6741604166666667,2.3174603174603177,0.6400246248979784
EasyClinic,NONETRACED,Combined,0.0,MEDIAN,MULTI,VSM,SUM,NONETRACED_MEDIAN_MULTI_VSM,0.7781320861678004,0.6442872187864119,2.3174603174603177,0.6400148331502971
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFNONE,RAW,VSM,MEDIAN,LOWERTRACED_RFNONE_RAW_VSM,0.7816886675305044,0.68937375,2.2698412698412698,0.637968342093369
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFNONE,RAW,VSM,SUM,LOWERTRACED_RFNONE_RAW_VSM,0.781685293164885,0.6849583441812028,2.2698412698412698,0.6379683420933688
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFSMOTE,RAW,VSM,MEDIAN,LOWERTRACED_RFSMOTE_RAW_VSM,0.8048401900442715,0.68837375,2.2182539682539684,0.6365947635743607
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFSMOTE,RAW,VSM,SUM,LOWERTRACED_RFSMOTE_RAW_VSM,0.8048401900442715,0.6833670308870343,2.2182539682539684,0.6365947635743607
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,SUM,MULTI,VSM,RFUNDER,LOWERTRACED_SUM_MULTI_VSM,0.823945848180542,0.6972023809523811,2.3174603174603177,0.6349120420813142
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFNONE,RAW,VSM,MAX,LOWERTRACED_RFNONE_RAW_VSM,0.7773256127847965,0.6732504761904762,2.293650793650793,0.6339207838734374
EasyClinic,NONETRACED,Combined,0.0,SUM,RAW,VSM,MEDIAN,NONETRACED_SUM_RAW_VSM,0.7604774052478135,0.608180119047619,2.3253968253968256,0.6292603233159044
EasyClinic,NONETRACED,Combined,0.0,SUM,RAW,VSM,SUM,NONETRACED_SUM_RAW_VSM,0.7604774052478134,0.6301588696159071,2.3253968253968256,0.6292603233159042
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MAX,SINGLE,LSA,SUM,UPPERTRACED_MAX_SINGLE_LSA,0.7414189882302127,0.5592796527781891,2.2182539682539684,0.6215894797619684
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MAX,SINGLE,LSA,MEDIAN,UPPERTRACED_MAX_SINGLE_LSA,0.7414189882302127,0.5812609577607274,2.2182539682539684,0.6215894797619684
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFSMOTE,RAW,VSM,MAX,LOWERTRACED_RFSMOTE_RAW_VSM,0.7896386729294893,0.6711338095238096,2.293650793650793,0.6187596103771925
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MAX,MULTI,LSA,SUM,LOWERTRACED_MAX_MULTI_LSA,0.7244020624122665,0.5456606378179966,2.3095238095238093,0.6007702294375861
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MAX,MULTI,LSA,MEDIAN,LOWERTRACED_MAX_MULTI_LSA,0.7244020624122665,0.5711385653196818,2.3095238095238093,0.6007702294375861
EasyClinic,NONETRACED,Combined,0.0,RFSMOTE,SINGLE,VSM,MAX,NONETRACED_RFSMOTE_SINGLE_VSM,0.7721290897311306,0.6788130952380952,2.3174603174603177,0.5953604727172775
EasyClinic,NONETRACED,Combined,0.0,SUM,MULTI,VSM,SUM,NONETRACED_SUM_MULTI_VSM,0.7361144854767303,0.629513972914594,2.3253968253968256,0.5953478240859722
EasyClinic,NONETRACED,Combined,0.0,SUM,MULTI,VSM,MEDIAN,NONETRACED_SUM_MULTI_VSM,0.7361144854767303,0.12678636904761906,2.3253968253968256,0.5953478240859722
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,MAX,SINGLE,VSM,RFNONE,UPPERTRACED_MAX_SINGLE_VSM,0.7707590972897096,0.7109880952380953,2.2341269841269837,0.594132421797284
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFNONE,MULTI,VSM,RFUNDER,LOWERTRACED_RFNONE_MULTI_VSM,0.7962895475650578,0.7264880952380952,2.2777777777777777,0.5918618104451683
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MAX,SINGLE,LSA,MEDIAN,LOWERTRACED_MAX_SINGLE_LSA,0.7174171255803908,0.5869457156860488,2.2579365079365084,0.5887456336826432
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MAX,SINGLE,LSA,SUM,LOWERTRACED_MAX_SINGLE_LSA,0.7174171255803908,0.5582101877605722,2.2579365079365084,0.5887456336826432
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MAX,RAW,LSA,MEDIAN,LOWERTRACED_MAX_RAW_LSA,0.7189693337652521,0.5773172688137755,2.3095238095238093,0.5878557224546714
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,MAX,RAW,LSA,SUM,LOWERTRACED_MAX_RAW_LSA,0.7189693337652521,0.5546160835057006,2.3095238095238093,0.5878557224546714
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFUNDER,RAW,LSA,SUM,LOWERTRACED_RFUNDER_RAW_LSA,0.7355712126120288,0.6552457780415127,2.305555555555556,0.5874652317546732
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFUNDER,RAW,LSA,MEDIAN,LOWERTRACED_RFUNDER_RAW_LSA,0.7355678382464097,0.6631048397132114,2.305555555555556,0.5874629350278581
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,SUM,SINGLE,LSA,MAX,LOWERTRACED_SUM_SINGLE_LSA,0.7307526185077204,0.6281249753549237,2.2301587301587302,0.5825102197861276
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,SUM,SINGLE,LSA,RFNONE,LOWERTRACED_SUM_SINGLE_LSA,0.7402649551884246,0.6983928571428571,2.3293650793650795,0.5804736676356046
EasyClinic,NONETRACED,Combined,0.0,SUM,MULTI,VSM,MAX,NONETRACED_SUM_MULTI_VSM,0.7202009772162834,-0.8061657142857144,2.3293650793650795,0.5766025354493128
EasyClinic,NONETRACED,Combined,0.0,SUM,RAW,VSM,MAX,NONETRACED_SUM_RAW_VSM,0.7118932890616565,0.5318307142857143,2.3293650793650795,0.5678982284306164
EasyClinic,NONETRACED,Combined,0.0,MAX,SINGLE,VSM,RFUNDER,NONETRACED_MAX_SINGLE_VSM,0.6987298887809092,0.7104642857142857,2.321428571428572,0.5652588924603372
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,SUM,RAW,VSM,RFNONE,LOWERTRACED_SUM_RAW_VSM,0.8148249379116727,0.7049761904761905,2.0595238095238093,0.5638060085866842
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,SUM,MULTI,LSA,RFUNDER,LOWERTRACED_SUM_MULTI_LSA,0.7506242576395638,0.6945714285714286,2.238095238095238,0.5637135111049433
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFSMOTE,MULTI,VSM,RFNONE,LOWERTRACED_RFSMOTE_MULTI_VSM,0.7703642965122557,0.7159761904761904,2.2658730158730163,0.5630936225287223
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,SUM,MULTI,LSA,RFNONE,LOWERTRACED_SUM_MULTI_LSA,0.7425460263470467,0.6976547619047618,2.126984126984127,0.5629580215020773
EasyClinic,NONETRACED,Combined,0.0,RFSMOTE,MULTI,LSA,MAX,NONETRACED_RFSMOTE_MULTI_LSA,0.7599847478674009,0.6650603911564625,2.3015873015873014,0.5606176311936195
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFSMOTE,SINGLE,VSM,MAX,UPPERTRACED_RFSMOTE_SINGLE_VSM,0.7478404060036712,0.6191267276776885,2.0,0.5583668396407732
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,SUM,MULTI,LSA,MAX,LOWERTRACED_SUM_MULTI_LSA,0.7232750242954324,0.5922598722514859,2.3174603174603177,0.5551913363168429
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFUNDER,RAW,VSM,MEDIAN,UPPERTRACED_RFUNDER_RAW_VSM,0.6684078393262067,0.5577249404761905,2.2658730158730163,0.5549920463985536
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFUNDER,RAW,VSM,SUM,UPPERTRACED_RFUNDER_RAW_VSM,0.6684044649605875,0.5197578362067504,2.2658730158730163,0.5549920463985536
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,SUM,RAW,LSA,MAX,LOWERTRACED_SUM_RAW_LSA,0.7223234531908003,0.5922673430130762,2.3095238095238093,0.5542933084716177
EasyClinic,UPPERTRACED,Combined,0.5172413793103449,RFUNDER,SINGLE,VSM,MAX,UPPERTRACED_RFUNDER_SINGLE_VSM,0.8234059496814599,0.6726797619047621,1.8968253968253967,0.5541797128922545
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFNONE,RAW,LSA,SUM,LOWERTRACED_RFNONE_RAW_LSA,0.7274153709102689,0.6573219448115126,2.3095238095238093,0.5532602284562947
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,RFNONE,RAW,LSA,MEDIAN,LOWERTRACED_RFNONE_RAW_LSA,0.7274153709102689,0.6678110412539197,2.3095238095238093,0.5532602284562947
EasyClinic,LOWERTRACED,Combined,0.4827586206896552,SUM,SINGLE,LSA,RFUNDER,LOWERTRACED_SUM_SINGLE_LSA,0.7305737771298996,0.6880952380952381,2.305555555555556,0.5507583697899856
